formula,Temperature,zt
Sm0.5Yb0.5Mg2Bi1.99,550,0.527986256
Sm0.5Yb0.5Mg2Bi1.99,600,0.592233676
Sm0.5Yb0.5Mg2Bi1.99,650,0.647286665
Sm0.5Yb0.5Mg2Bi1.99,700,0.691274976
Sm0.5Yb0.5Mg2Bi1.99,750,0.728954958
Sm0.6Co4Sb12,350,0.290953123
Sm0.6Co4Sb12,400,0.378697149
Sm0.6Co4Sb12,450,0.465064208
Sm0.6Co4Sb12,500,0.545476082
Sm0.6Co4Sb12,550,0.61951938
Sm0.6Co4Sb12,600,0.68705581
Sm0.6Co4Sb12,650,0.744332451
Sm0.6Co4Sb12,700,0.78009202
Sm0.9Co4Sb12,350,0.254603726
Sm0.9Co4Sb12,400,0.322053336
Sm0.9Co4Sb12,450,0.390066604
Sm0.9Co4Sb12,500,0.457128552
Sm0.9Co4Sb12,550,0.52207368
Sm0.9Co4Sb12,600,0.581821382
Sm0.9Co4Sb12,650,0.629111381
Sm0.9Co4Sb12,700,0.650239152
Sm1.95Ce0.05CuO4,500,0.003022819
SmFeAsO0.88F0.12,250,0.020307831
SmFeAsO0.8F0.2,200,0.0338121
SmGd1.06S3,650,0.017302964
SmMg2Bi2,650,0.451366136
Sn0.007Bi2Te2.7Se0.3,350,0.77176946
Sn0.007Bi2Te2.7Se0.3,400,0.791164712
Sn0.007Bi2Te2.7Se0.3,450,0.748223013
Sn0.014Bi2Te2.7Se0.3,350,1.070943423
Sn0.014Bi2Te2.7Se0.3,400,1.099384469
Sn0.014Bi2Te2.7Se0.3,450,1.01298235
Sn0.02Bi2Te2.7Se0.3,350,0.674754764
Sn0.02Bi2Te2.7Se0.3,400,0.678584962
Sn0.02Bi2Te2.7Se0.3,450,0.608417212
Sn0.02Sb2Te3.02,350,0.543449013
Sn0.02Sb2Te3.02,400,0.541500756
Sn0.05Sb2Te3.05,350,0.473028996
Sn0.05Sb2Te3.05,400,0.501516966
Sn0.07Nb0.05Ti0.8S3,350,0.013141288
Sn0.07Nb0.05Ti0.8S3,400,0.020353959
Sn0.07Nb0.05Ti0.8S3,450,0.029005487
Sn0.07Nb0.05Ti0.8S3,500,0.038691222
Sn0.07Nb0.05Ti0.8S3,550,0.049127419
Sn0.07Nb0.05Ti0.8S3,600,0.059750507
Sn0.07Nb0.05Ti0.8S3,650,0.069316362
Sn0.4Ba0.4Co4Sb11.6,450,0.026895964
Sn0.4Ba0.4Co4Sb11.6,500,0.031898975
Sn0.5Fe3Co5Sb24,300,0.094796849
Sn0.5Fe3Co5Sb24,350,0.149833484
Sn0.5Fe3Co5Sb24,400,0.188948056
Sn0.5Fe3Co5Sb24,450,0.222051827
Sn0.5Fe3Co5Sb24,500,0.25528844
Sn0.5Fe3Co5Sb24,550,0.290164595
Sn0.5Fe3Co5Sb24,600,0.32268073
Sn0.5Fe3Co5Sb24,650,0.342461697
Sn0.80Mn0.10In0.01Bi0.07Cu0.07Te,350,0.261323144
Sn0.80Mn0.10In0.01Bi0.07Cu0.07Te,400,0.364019561
Sn0.80Mn0.10In0.01Bi0.07Cu0.07Te,450,0.474251963
Sn0.80Mn0.10In0.01Bi0.07Cu0.07Te,500,0.545643344
Sn0.80Mn0.10In0.01Bi0.07Cu0.07Te,550,0.591194271
Sn0.80Mn0.10In0.01Bi0.07Cu0.07Te,600,0.648691611
Sn0.80Mn0.10In0.01Bi0.07Cu0.07Te,650,0.746117243
Sn0.80Mn0.10In0.01Bi0.07Cu0.07Te,700,0.867056786
Sn0.80Mn0.10In0.01Bi0.07Cu0.07Te,750,0.916108315
Sn0.835Mn0.165Te,350,0.069399673
Sn0.835Mn0.165Te,400,0.099738238
Sn0.835Mn0.165Te,450,0.132387064
Sn0.835Mn0.165Te,500,0.167760717
Sn0.835Mn0.165Te,550,0.209573055
Sn0.835Mn0.165Te,600,0.262950868
Sn0.835Mn0.165Te,650,0.332547502
Sn0.835Mn0.165Te,700,0.420656491
Sn0.835Mn0.165Te,750,0.525325187
Sn0.835Mn0.165Te,800,0.638468394
Sn0.835Mn0.165Te,850,0.743981994
Sn0.84Mn0.10In0.01Bi0.05Cu0.05Te,350,0.214866818
Sn0.84Mn0.10In0.01Bi0.05Cu0.05Te,400,0.303880355
Sn0.84Mn0.10In0.01Bi0.05Cu0.05Te,450,0.391590593
Sn0.84Mn0.10In0.01Bi0.05Cu0.05Te,500,0.462425349
Sn0.84Mn0.10In0.01Bi0.05Cu0.05Te,550,0.542135595
Sn0.84Mn0.10In0.01Bi0.05Cu0.05Te,700,0.933045638
Sn0.85Ag0.15CCo3,100,0.010657502
Sn0.85Ag0.15CCo3,150,0.019301999
Sn0.85Ag0.15CCo3,200,0.02478454
Sn0.85Ag0.15CCo3,250,0.025545598
Sn0.85Ag0.15CCo3,300,0.022334402
Sn0.85In0.15CCo3,50,0.004538288
Sn0.85In0.15CCo3,100,0.01807721
Sn0.85In0.15CCo3,150,0.033180364
Sn0.85In0.15CCo3,200,0.042953255
Sn0.85In0.15CCo3,250,0.044245939
Sn0.85In0.15CCo3,300,0.03882571
Sn0.85Mn0.15Te,350,0.060323697
Sn0.85Mn0.15Te,400,0.068108217
Sn0.85Mn0.15Te,450,0.182871061
Sn0.85Mn0.15Te,500,0.197048215
Sn0.85Mn0.15Te,550,0.251416571
Sn0.85Mn0.15Te,600,0.186658852
Sn0.85Mn0.15Te,650,0.23969684
Sn0.85Mn0.15Te,700,0.330697551
Sn0.85Mn0.15Te,750,0.876212146
Sn0.85Mn0.15Te,800,1.009813884
Sn0.85Mn0.15Te,850,1.037559597
Sn0.88Mn0.10In0.01Bi0.03Cu0.03Te,350,0.408906762
Sn0.88Mn0.10In0.01Bi0.03Cu0.03Te,400,0.521519236
Sn0.88Mn0.10In0.01Bi0.03Cu0.03Te,450,0.668676311
Sn0.88Mn0.12Te,350,0.059073983
Sn0.88Mn0.12Te,400,0.094325135
Sn0.88Mn0.12Te,450,0.192827445
Sn0.88Mn0.12Te,500,0.257246409
Sn0.88Mn0.12Te,550,0.323429576
Sn0.88Mn0.12Te,600,0.411036948
Sn0.88Mn0.12Te,650,0.381092354
Sn0.88Mn0.12Te,800,0.786002122
Sn0.89Mn0.11Te,350,0.112084369
Sn0.89Mn0.11Te,400,0.163709399
Sn0.89Mn0.11Te,450,0.220205247
Sn0.89Mn0.11Te,500,0.279983102
Sn0.89Mn0.11Te,550,0.345579875
Sn0.89Mn0.11Te,600,0.42208635
Sn0.89Mn0.11Te,650,0.515575338
Sn0.89Mn0.11Te,700,0.631529828
Sn0.89Mn0.11Te,750,0.773271137
Sn0.89Mn0.11Te,800,0.940387068
Sn0.89Mn0.11Te,850,1.127160059
Sn0.905Mn0.11In0.005Te,550,0.589622397
Sn0.91Mn0.09Te,350,0.062622142
Sn0.91Mn0.09Te,400,0.133944565
Sn0.91Mn0.09Te,450,0.093410825
Sn0.91Mn0.09Te,500,0.124422855
Sn0.91Mn0.09Te,550,0.160175188
Sn0.91Mn0.09Te,600,0.194952571
Sn0.91Mn0.09Te,650,0.231535549
Sn0.91Mn0.09Te,700,0.573922625
Sn0.92Mn0.10In0.01Bi0.01Cu0.01Te,550,0.891154767
Sn0.92Mn0.10In0.01Bi0.01Cu0.01Te,600,0.993853491
Sn0.92Mn0.10In0.01Bi0.01Cu0.01Te,650,1.116609448
Sn0.92Mn0.10In0.01Bi0.01Cu0.01Te,700,1.274400249
Sn0.92Mn0.10In0.01Bi0.01Cu0.01Te,750,1.46862845
Sn0.945Mn0.055Te,350,0.039124872
Sn0.945Mn0.055Te,400,0.052057238
Sn0.945Mn0.055Te,450,0.071189881
Sn0.945Mn0.055Te,500,0.099624241
Sn0.945Mn0.055Te,550,0.138115947
Sn0.945Mn0.055Te,600,0.186042262
Sn0.945Mn0.055Te,650,0.242369519
Sn0.945Mn0.055Te,700,0.306620561
Sn0.945Mn0.055Te,750,0.379842185
Sn0.945Mn0.055Te,800,0.465572577
Sn0.945Mn0.055Te,850,0.570808754
Sn0.94Mn0.06Te,350,0.029949807
Sn0.94Mn0.06Te,400,0.056528668
Sn0.94Mn0.06Te,450,0.073225986
Sn0.94Mn0.06Te,500,0.093930063
Sn0.94Mn0.06Te,550,0.130094738
Sn0.94Mn0.06Te,600,0.152227334
Sn0.94Mn0.06Te,650,0.197741657
Sn0.94Mn0.06Te,700,0.291500826
Sn0.94Mn0.06Te,750,0.377057712
Sn0.94Mn0.06Te,800,0.472304607
Sn0.94Mn0.06Te,850,0.563051147
Sn0.95Ag0.05CCo3,50,0.004986536
Sn0.95Ag0.05CCo3,100,0.018537538
Sn0.95Ag0.05CCo3,150,0.033123741
Sn0.95Ag0.05CCo3,200,0.042461397
Sn0.95Ag0.05CCo3,250,0.043433788
Sn0.95Ag0.05CCo3,300,0.037427785
Sn0.95Ag0.05S,400,0.043099058
Sn0.95Ag0.05S,450,0.071408711
Sn0.95Ag0.05S,550,0.089020127
Sn0.95Ag0.05S,700,0.156534861
Sn0.95Ag0.05S,800,0.368102352
Sn0.95In0.05CCo3,50,0.004152895
Sn0.95In0.05CCo3,100,0.015316377
Sn0.95In0.05CCo3,150,0.027695231
Sn0.95In0.05CCo3,200,0.036210081
Sn0.95In0.05CCo3,250,0.038213785
Sn0.95In0.05CCo3,300,0.034370266
Sn0.96Bi0.04Te0.98Se0.02,350,0.074849011
Sn0.96Bi0.04Te0.98Se0.02,400,0.108973663
Sn0.96Bi0.04Te0.98Se0.02,450,0.170056456
Sn0.96Bi0.04Te0.98Se0.02,500,0.259766411
Sn0.96Bi0.04Te0.98Se0.02,550,0.371123175
Sn0.96Bi0.04Te0.98Se0.02,600,0.49201741
Sn0.96Bi0.04Te0.98Se0.02,650,0.608731181
Sn0.96Bi0.04Te0.98Se0.02,700,0.709458345
Sn0.96Bi0.04Te0.98Se0.02,750,0.787824941
Sn0.96Bi0.04Te0.98Se0.02,800,0.846409578
Sn0.96Bi0.04Te0.98Se0.02,850,0.900263823
Sn0.97Bi0.03Te0.98Se0.02,550,0.277941349
Sn0.97Bi0.03Te0.98Se0.02,600,0.378420595
Sn0.97Bi0.03Te0.98Se0.02,650,0.48620926
Sn0.97Bi0.03Te0.98Se0.02,700,0.594266577
Sn0.97Bi0.03Te0.98Se0.02,750,0.695663118
Sn0.97Bi0.03Te0.98Se0.02,800,0.78446503
Sn0.97Mn0.03Te,350,0.036644712
Sn0.97Mn0.03Te,400,0.048765641
Sn0.97Mn0.03Te,450,0.064487223
Sn0.97Mn0.03Te,500,0.084647028
Sn0.97Mn0.03Te,550,0.110308189
Sn0.97Mn0.03Te,600,0.143053066
Sn0.97Mn0.03Te,650,0.185276899
Sn0.97Mn0.03Te,700,0.240481465
Sn0.97Mn0.03Te,750,0.365319679
Sn0.97Mn0.03Te,800,0.465357922
Sn0.97Mn0.03Te,850,0.574411118
Sn0.97Na0.03S,400,0.056707451
Sn0.97Na0.03S,450,0.087968305
Sn0.97Na0.03S,500,0.126152437
Sn0.97Na0.03S,550,0.148574782
Sn0.97Na0.03S,600,0.171956615
Sn0.97Na0.03S,650,0.210897938
Sn0.97Na0.03S,700,0.278071389
Sn0.97Na0.03S,750,0.378412628
Sn0.97Na0.03S,800,0.503310725
Sn0.97V0.03Te,550,0.164427493
Sn0.98Bi0.02Te0.98Se0.02,800,0.702356192
Sn0.98Na0.02S,350,0.037127989
Sn0.98Na0.02S,400,0.077685756
Sn0.98Na0.02S,450,0.118631911
Sn0.98Na0.02S,500,0.157526675
Sn0.98Na0.02S,550,0.19197775
Sn0.98Na0.02S,600,0.212237208
Sn0.98Na0.02S,650,0.25399497
Sn0.98Na0.02S,700,0.33627275
Sn0.98Na0.02S,750,0.416340692
Sn0.98Na0.02S,800,0.529728322
Sn0.98V0.02Te,500,0.082560423
Sn0.98V0.02Te,750,0.451461061
Sn0.98V0.02Te,800,0.698868427
Sn0.98V0.02Te,850,1.034043711
Sn0.995Na0.005S,350,0.031851251
Sn0.995Na0.005S,400,0.069997617
Sn0.995Na0.005S,450,0.105561543
Sn0.995Na0.005S,500,0.131694437
Sn0.995Na0.005S,550,0.156214095
Sn0.995Na0.005S,600,0.176219475
Sn0.995Na0.005S,650,0.205526286
Sn0.995Na0.005S,700,0.263762544
Sn0.995Na0.005S,750,0.364503113
Sn0.995Na0.005S,800,0.504912214
Sn0.99Bi0.01Te0.98Se0.02,800,0.701443715
Sn0.99Na0.01S,400,0.056360388
Sn0.99Na0.01S,450,0.085326668
Sn0.99Na0.01S,500,0.099672647
Sn0.99Na0.01S,550,0.105809601
Sn0.99Na0.01S,600,0.119718026
Sn0.99Na0.01S,650,0.159315168
Sn0.99Na0.01Se,550,0.180274953
Sn0.99Na0.01Se,600,0.273674559
Sn0.99Na0.01Se,700,0.459514314
Sn0.99Na0.01Se,750,0.553495644
Sn0.99Na0.01Se0.84Te0.16,700,0.50960141
Sn0.99Na0.01Se0.84Te0.16,750,0.641561737
Sn0.99Na0.01Se0.8Te0.2,450,0.196484602
Sn0.99Na0.01Se0.8Te0.2,500,0.245915825
Sn0.99Na0.01Se0.8Te0.2,600,0.322853823
Sn0.99Na0.01Se0.8Te0.2,650,0.39942933
Sn0.99Na0.01Se0.8Te0.2,700,0.511285711
Sn0.99Na0.01Se0.92Te0.08,500,0.063011462
Sn0.99Na0.01Se0.92Te0.08,650,0.180538249
Sn0.9Ag0.1CCo3,50,0.002524645
Sn0.9Ag0.1CCo3,100,0.010688862
Sn0.9Ag0.1CCo3,150,0.01914831
Sn0.9In0.1CCo3,150,0.02946555
Sn0.9In0.1CCo3,200,0.036925276
Sn1.1Nb0.1 Ti0.8S3,350,0.011835547
Sn1.1Nb0.1 Ti0.8S3,400,0.017294558
Sn1.1Nb0.1 Ti0.8S3,450,0.023924706
Sn1.1Nb0.1 Ti0.8S3,500,0.031413679
Sn1.1Nb0.1 Ti0.8S3,550,0.039102627
Sn1.1Nb0.1 Ti0.8S3,600,0.046619852
Sn1.1Nb0.1 Ti0.8S3,650,0.054514511
Sn1.1Nb0.1Ti0.8S3,350,0.014858509
Sn1.1Nb0.1Ti0.8S3,400,0.021795112
Sn1.1Nb0.1Ti0.8S3,450,0.029718422
Sn1.1Nb0.1Ti0.8S3,500,0.038558665
Sn1.1Nb0.1Ti0.8S3,550,0.048224045
Sn1.1Nb0.1Ti0.8S3,600,0.058138254
Sn1.1Nb0.1Ti0.8S3,650,0.066777973
Sn1.2Ti0.8S3,350,0.005109556
Sn1.2Ti0.8S3,400,0.006682048
Sn1.2Ti0.8S3,450,0.007378167
Sn1.2Ti0.8S3,500,0.006233984
Sn1.2Ti0.8S3,550,0.003259723
Sn1.5Fe3Co5Sb24,350,0.104532989
Sn1.5Fe3Co5Sb24,400,0.140271284
Sn1.5Fe3Co5Sb24,450,0.164203479
Sn1.5Fe3Co5Sb24,500,0.174874242
Sn1.5Fe3Co5Sb24,550,0.176534911
Sn1.5Fe3Co5Sb24,600,0.173023516
Sn1.5Fe3Co5Sb24,650,0.161644805
Sn4SbTe5,500,0.163518453
Sn4SbTe5,550,0.235364264
Sn4SbTe5,600,0.323726262
Sn4SbTe5,650,0.419634084
Sn4SbTe5,700,0.506331653
Sn4SbTe5,750,0.557628909
SnCCo3,100,0.014292609
SnCCo3,150,0.024183432
SnCCo3,200,0.025966761
SnCCo3,250,0.016377234
SnCCo3,300,0.00510687
SnFe3Co5Sb24,300,0.143072229
SnFe3Co5Sb24,350,0.180023221
SnFe3Co5Sb24,400,0.228236645
SnFe3Co5Sb24,450,0.276528145
SnFe3Co5Sb24,500,0.322224316
SnFe3Co5Sb24,550,0.366050138
SnFe3Co5Sb24,600,0.40701642
SnFe3Co5Sb24,650,0.437307236
SnS,400,0.023393614
SnS,450,0.028217018
SnS,500,0.034725623
SnS,550,0.043144064
SnS,600,0.052705146
SnS,650,0.062576419
SnS,700,0.072786764
SnS,750,0.085152969
SnS0.8Se0.2,550,0.005581681
SnSb0.03Te,300,0.067949279
SnSb0.03Te,550,0.288285457
SnSb0.06Te,350,0.037528053
SnSb0.06Te,550,0.152212183
SnSb0.06Te,600,0.234304347
SnSb0.06Te,650,0.338467692
SnSb0.06Te,700,0.456464983
SnSb0.06Te,750,0.574099266
SnSb0.06Te,800,0.670556401
SnSb0.06Te,850,0.717747587
SnSe,400,0.027702381
SnSe,450,0.035245318
SnSe,500,0.034436428
SnSe,550,0.045707053
SnSe,600,0.080736716
SnSe,650,0.115477176
SnSe,700,0.204623115
SnSe,800,0.514233942
SnTe,350,0.004496925
SnTe,400,0.028694026
SnTe,450,0.047859786
SnTe,500,0.05792051
SnTe,550,0.100204699
SnTe,600,0.183949311
SnTe,650,0.215915092
SnTe,700,0.289914337
SnTe,750,0.366035056
SnTe,800,0.439856979
SnTe,850,0.529580028
SnTe0.75Se0.25,350,0.0620344
SnTe0.75Se0.25,400,0.085016689
SnTe0.75Se0.25,450,0.117150585
SnTe0.75Se0.25,500,0.173192678
SnTe0.98Se0.02,550,0.078243849
SnTe0.98Se0.02,600,0.134138469
SnTe0.98Se0.02,650,0.214254262
SnTe0.98Se0.02,700,0.316858165
SnTe0.98Se0.02,750,0.432228049
SnTe0.98Se0.02,800,0.539942243
SnZn0.02Sb0.015Te,350,0.022575057
SnZn0.02Sb0.015Te,400,0.028811599
SnZn0.02Sb0.015Te,450,0.034622231
SnZn0.02Sb0.015Te,500,0.043542129
SnZn0.02Sb0.015Te,550,0.062122961
SnZn0.02Sb0.015Te,600,0.097679552
SnZn0.02Sb0.015Te,650,0.156036566
SnZn0.02Sb0.015Te,700,0.239275174
SnZn0.02Sb0.015Te,750,0.343479728
SnZn0.02Sb0.015Te,800,0.456484438
SnZn0.02Sb0.015Te,850,0.555620041
SnZn0.02Te,300,0.019061291
SnZn0.02Te,400,0.030708089
SnZn0.02Te,750,0.263899624
SnZn0.04Te,450,0.017325854
SnZn0.04Te,700,0.468968146
SnZn0.06Sb0.045Te,500,0.013861669
SnZn0.08Te,400,0.010729285
SnZn0.08Te,600,0.15993878
SnZn0.08Te,650,0.264541727
Sr0.047La0.003Ti0.100O0.855,400,0.054239021
Sr0.047La0.003Ti0.100O0.855,450,0.076916336
Sr0.047La0.003Ti0.100O0.855,500,0.092840347
Sr0.047La0.003Ti0.100O0.855,550,0.103658892
Sr0.047La0.003Ti0.100O0.855,600,0.11091653
Sr0.047La0.003Ti0.100O0.855,650,0.115997431
Sr0.047La0.003Ti0.100O0.855,700,0.120068275
Sr0.047La0.003Ti0.100O0.855,750,0.124021136
Sr0.047La0.003Ti0.100O0.855,800,0.128416384
Sr0.047La0.003Ti0.100O0.855,850,0.133425571
Sr0.047La0.003Ti0.100O0.855,900,0.138774327
Sr0.047La0.003Ti0.100O0.855,950,0.14368525
Sr0.047La0.003Ti0.100O0.855,1000,0.146820804
Sr0.047La0.003Ti0.100O0.855,1050,0.146226206
Sr0.047La0.003Ti0.105O0.855,400,0.033921209
Sr0.047La0.003Ti0.105O0.855,450,0.04412864
Sr0.047La0.003Ti0.105O0.855,700,0.068079037
Sr0.047La0.003Ti0.105O0.855,750,0.069974797
Sr0.047La0.003Ti0.105O0.855,800,0.071632945
Sr0.047La0.003Ti0.105O0.855,850,0.073279418
Sr0.047La0.003Ti0.105O0.855,1000,0.07942699
Sr0.047La0.003Ti0.110O0.855,400,0.028603891
Sr0.047La0.003Ti0.110O0.855,450,0.037421854
Sr0.047La0.003Ti0.110O0.855,500,0.044208636
Sr0.047La0.003Ti0.110O0.855,550,0.049376324
Sr0.047La0.003Ti0.110O0.855,600,0.053320129
Sr0.047La0.003Ti0.110O0.855,650,0.05640508
Sr0.047La0.003Ti0.110O0.855,700,0.058952707
Sr0.047La0.003Ti0.110O0.855,750,0.061227727
Sr0.047La0.003Ti0.110O0.855,800,0.06342473
Sr0.047La0.003Ti0.110O0.855,850,0.065654867
Sr0.047La0.003Ti0.110O0.855,900,0.067932534
Sr0.047La0.003Ti0.110O0.855,950,0.070162062
Sr0.047La0.003Ti0.110O0.855,1000,0.072124398
Sr0.047La0.003Ti0.110O0.855,1050,0.073463796
Sr0.047La0.003Ti0.114O0.855,400,0.054854501
Sr0.047La0.003Ti0.114O0.855,450,0.070836078
Sr0.047La0.003Ti0.114O0.855,500,0.083749367
Sr0.047La0.003Ti0.114O0.855,550,0.093961643
Sr0.047La0.003Ti0.114O0.855,600,0.101862638
Sr0.047La0.003Ti0.114O0.855,650,0.107857056
Sr0.047La0.003Ti0.114O0.855,700,0.112357091
Sr0.047La0.003Ti0.114O0.855,750,0.115774939
Sr0.047La0.003Ti0.114O0.855,800,0.118515324
Sr0.047La0.003Ti0.114O0.855,850,0.120968006
Sr0.047La0.003Ti0.114O0.855,900,0.123500303
Sr0.047La0.003Ti0.114O0.855,950,0.126449606
Sr0.047La0.003Ti0.114O0.855,1000,0.130115895
Sr0.047La0.003Ti0.114O0.855,1050,0.134754259
Sr0.25Ba0.75Nb2O6,350,0.009350815
Sr0.25Ba0.75Nb2O6,400,0.01653609
Sr0.25Ba0.75Nb2O6,450,0.027188396
Sr0.25Ba0.75Nb2O6,500,0.039544242
Sr0.25Ba0.75Nb2O6,550,0.05249131
Sr0.25Ba0.75Nb2O6,600,0.065441008
Sr0.25Ba0.75Nb2O6,650,0.078201016
Sr0.25Ba0.75Nb2O6,700,0.090847833
Sr0.25Ba0.75Nb2O6,750,0.103599331
Sr0.25Ba0.75Nb2O6,800,0.116687299
Sr0.25Ba0.75Nb2O6,850,0.130229993
Sr0.25Ba0.75Nb2O6,900,0.144104689
Sr0.25Ba0.75Nb2O6,950,0.157820223
Sr0.25Ba0.75Nb2O6,1000,0.17038955
Sr0.25Ba0.75Nb2O6,1050,0.180202286
Sr0.4Ba0.6Nb2O6,350,0.010475442
Sr0.4Ba0.6Nb2O6,400,0.018480225
Sr0.4Ba0.6Nb2O6,450,0.028897414
Sr0.4Ba0.6Nb2O6,500,0.040603566
Sr0.4Ba0.6Nb2O6,550,0.052848166
Sr0.4Ba0.6Nb2O6,600,0.065186003
Sr0.4Ba0.6Nb2O6,650,0.077409547
Sr0.4Ba0.6Nb2O6,700,0.089481331
Sr0.4Ba0.6Nb2O6,750,0.101466323
Sr0.4Ba0.6Nb2O6,800,0.113464309
Sr0.4Ba0.6Nb2O6,850,0.125542272
Sr0.4Ba0.6Nb2O6,900,0.137666764
Sr0.4Ba0.6Nb2O6,950,0.149636288
Sr0.4Ba0.6Nb2O6,1000,0.16101368
Sr0.4Ba0.6Nb2O6,1050,0.171058477
Sr0.5Ba0.5Nb2O6,350,0.011602833
Sr0.5Ba0.5Nb2O6,400,0.019208607
Sr0.5Ba0.5Nb2O6,450,0.028905171
Sr0.5Ba0.5Nb2O6,500,0.039870384
Sr0.5Ba0.5Nb2O6,550,0.051541099
Sr0.5Ba0.5Nb2O6,600,0.063565282
Sr0.5Ba0.5Nb2O6,650,0.075754134
Sr0.5Ba0.5Nb2O6,700,0.088034216
Sr0.5Ba0.5Nb2O6,750,0.10039957
Sr0.5Ba0.5Nb2O6,800,0.112863838
Sr0.5Ba0.5Nb2O6,850,0.12541239
Sr0.5Ba0.5Nb2O6,900,0.137954443
Sr0.5Ba0.5Nb2O6,950,0.150275182
Sr0.5Ba0.5Nb2O6,1000,0.161987886
Sr0.5Ba0.5Nb2O6,1050,0.172486045
Sr0.5La0.2Ba0.3Nb2O6,350,0.013876258
Sr0.5La0.2Ba0.3Nb2O6,400,0.022801245
Sr0.5La0.2Ba0.3Nb2O6,450,0.034081164
Sr0.5La0.2Ba0.3Nb2O6,500,0.047019114
Sr0.5La0.2Ba0.3Nb2O6,550,0.061062229
Sr0.5La0.2Ba0.3Nb2O6,600,0.075787682
Sr0.5La0.2Ba0.3Nb2O6,650,0.090888683
Sr0.5La0.2Ba0.3Nb2O6,700,0.10616047
Sr0.5La0.2Ba0.3Nb2O6,750,0.121486315
Sr0.5La0.2Ba0.3Nb2O6,800,0.136823513
Sr0.5La0.2Ba0.3Nb2O6,850,0.152189388
Sr0.5La0.2Ba0.3Nb2O6,900,0.167647281
Sr0.5La0.2Ba0.3Nb2O6,950,0.183292558
Sr0.5La0.2Ba0.3Nb2O6,1000,0.199238598
Sr0.5La0.2Ba0.3Nb2O6,1050,0.215602795
Sr0.61Ba0.39Nb2O5.8F0.2,400,0.01443488
Sr0.61Ba0.39Nb2O5.8F0.2,450,0.023084709
Sr0.61Ba0.39Nb2O5.8F0.2,500,0.033302711
Sr0.61Ba0.39Nb2O5.8F0.2,550,0.044907094
Sr0.61Ba0.39Nb2O5.8F0.2,800,0.10989407
Sr0.61Ba0.39Nb2O5.8F0.2,850,0.121584794
Sr0.61Ba0.39Nb2O5.8F0.2,900,0.132482216
Sr0.61Ba0.39Nb2O5.8F0.2,950,0.142888229
Sr0.61Ba0.39Nb2O5.8F0.2,1050,0.165190665
Sr0.61Ba0.39Nb2O5.95F0.05,450,0.032955674
Sr0.61Ba0.39Nb2O5.95F0.05,500,0.045877768
Sr0.61Ba0.39Nb2O5.95F0.05,800,0.131429037
Sr0.61Ba0.39Nb2O5.95F0.05,900,0.157156359
Sr0.61Ba0.39Nb2O5.95F0.05,950,0.169711575
Sr0.61Ba0.39Nb2O5.95F0.05,1050,0.197393754
Sr0.61Ba0.39Nb2O5.9F0.1,400,0.021164877
Sr0.61Ba0.39Nb2O5.9F0.1,450,0.033325716
Sr0.61Ba0.39Nb2O5.9F0.1,500,0.046405758
Sr0.61Ba0.39Nb2O5.9F0.1,550,0.059749216
Sr0.61Ba0.39Nb2O5.9F0.1,600,0.072981035
Sr0.61Ba0.39Nb2O5.9F0.1,650,0.085948837
Sr0.61Ba0.39Nb2O5.9F0.1,700,0.098664871
Sr0.61Ba0.39Nb2O5.9F0.1,750,0.111247949
Sr0.61Ba0.39Nb2O5.9F0.1,800,0.123865403
Sr0.61Ba0.39Nb2O5.9F0.1,850,0.136675018
Sr0.61Ba0.39Nb2O5.9F0.1,900,0.149766989
Sr0.61Ba0.39Nb2O5.9F0.1,950,0.163105858
Sr0.61Ba0.39Nb2O5.9F0.1,1000,0.176472463
Sr0.61Ba0.39Nb2O5.9F0.1,1050,0.189405881
Sr0.61Ba0.39Nb2O6,500,0.040623865
Sr0.61Ba0.39Nb2O6,550,0.051877984
Sr0.61Ba0.39Nb2O6,700,0.08687294
Sr0.61Ba0.39Nb2O6,750,0.099274742
Sr0.61Ba0.39Nb2O6,900,0.137828884
Sr0.61Ba0.39Nb2O6,1050,0.180784724
Sr0.65La0.05Ba0.3Nb2O6,350,0.00960953
Sr0.65La0.05Ba0.3Nb2O6,400,0.018475019
Sr0.65La0.05Ba0.3Nb2O6,450,0.029287172
Sr0.65La0.05Ba0.3Nb2O6,550,0.05349894
Sr0.65La0.05Ba0.3Nb2O6,600,0.066142421
Sr0.65La0.05Ba0.3Nb2O6,750,0.105795868
Sr0.65La0.05Ba0.3Nb2O6,800,0.119722008
Sr0.65La0.05Ba0.3Nb2O6,950,0.16006838
Sr0.65La0.05Ba0.3Nb2O6,1050,0.175636056
Sr0.6Ba0.4Nb2O6,350,0.011185138
Sr0.6Ba0.4Nb2O6,400,0.020439255
Sr0.6Ba0.4Nb2O6,450,0.031421909
Sr0.6Ba0.4Nb2O6,550,0.056726465
Sr0.6Ba0.4Nb2O6,600,0.07032986
Sr0.6Ba0.4Nb2O6,700,0.09811902
Sr0.6Ba0.4Nb2O6,750,0.111912356
Sr0.6Ba0.4Nb2O6,800,0.125421282
Sr0.6Ba0.4Nb2O6,900,0.150986019
Sr0.6Ba0.4Nb2O6,950,0.162717202
Sr0.6Ba0.4Nb2O6,1000,0.173488509
Sr0.6Ba0.4Nb2O6,1050,0.183053966
Sr0.6Ca0.4Ti0.97Nb0.03O3,100,0.043667532
Sr0.6Ca0.4Ti0.97Nb0.03O3,150,0.063933174
